"コード","会社名","旧会社名","市場","選択","取引市場","業種","資本金","単位株数","備考"
2452,"コンピュータマインド","","PRO Market","","","","","",""
"245A","ＩＮＧＳ","","グロース（内国株式）","","","","","",""
"246A","アスア","","グロース（内国株式）","","","","","",""
"247A","Ａｉロボティクス","","グロース（内国株式）","","","","","",""
"248A","キッズスター","","グロース（内国株式）","","","","","",""
"249A","ヒューマンアジャスト","","PRO Market","","","","","",""
"250A","シマダヤ","","スタンダード（内国株式）","","","","","",""
2510,"ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信","","ETF・ETN","","","","","",""
2511,"ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信","","ETF・ETN","","","","","",""
2512,"ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信","","ETF・ETN","","","","","",""
2513,"ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信","","ETF・ETN","","","","","",""
2514,"ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信","","ETF・ETN","","","","","",""
2515,"ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信","","ETF・ETN","","","","","",""
2516,"東証グロース２５０ＥＴＦ","","ETF・ETN","","","","","",""
2517,"ＭＡＸＩＳ　Ｊリート・コア上場投信","","ETF・ETN","","","","","",""
2518,"ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信","","ETF・ETN","","","","","",""
2519,"ＮＥＸＴ　ＦＵＮＤＳ　新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信","","ETF・ETN","","","","","",""
"251A","ニューロマジック","","PRO Market","","","","","",""
2520,"ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信","","ETF・ETN","","","","","",""
2521,"上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり","","ETF・ETN","","","","","",""
2522,"ｉシェアーズ　オートメーション　＆　ロボット　ＥＴＦ","","ETF・ETN","","","","","",""
2523,"ＭＡＸＩＳトピックス（除く金融）上場投信","","ETF・ETN","","","","","",""
2524,"ＮＺＡＭ　上場投信　ＴＯＰＩＸ","","ETF・ETN","","","","","",""
2525,"ＮＺＡＭ　上場投信　日経２２５","","ETF・ETN","","","","","",""
2526,"ＮＺＡＭ　上場投信　ＪＰＸ日経４００","","ETF・ETN","","","","","",""
2527,"ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数","","ETF・ETN","","","","","",""
2528,"ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ　Ｃｏｒｅ指数","","ETF・ETN","","","","","",""
2529,"ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信","","ETF・ETN","","","","","",""
"252A","ウェッジ","","PRO Market","","","","","",""
2530,"ＭＡＸＩＳ　ＨｕａＡｎ中国株式（上海１８０Ａ株）上場投信","","ETF・ETN","","","","","",""
"253A","ＥＴＳグループ","","スタンダード（内国株式）","","","","","",""
"254A","ＡＩフュージョンキャピタルグループ","","スタンダード（内国株式）","","","","","",""
2552,"上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）","","ETF・ETN","","","","","",""
2553,"Ｏｎｅ　ＥＴＦ　南方　中国Ａ株　ＣＳＩ５００","","ETF・ETN","","","","","",""
2554,"ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国投資適格社債（１－１０年）インデックス（為替ヘッジあり）連動型上場投信","","ETF・ETN","","","","","",""
2555,"東証ＲＥＩＴ　ＥＴＦ","","ETF・ETN","","","","","",""
2556,"Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数","","ETF・ETN","","","","","",""
2557,"ＳＭＤＡＭ　トピックス上場投信","","ETF・ETN","","","","","",""
2558,"ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信","","ETF・ETN","","","","","",""
2559,"ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信","","ETF・ETN","","","","","",""
"255A","ジーエルテクノホールディングス","","スタンダード（内国株式）","","","","","",""
2560,"ＭＡＸＩＳカーボン・エフィシェント日本株上場投信","","ETF・ETN","","","","","",""
2561,"ｉシェアーズ・コア　日本国債　ＥＴＦ","","ETF・ETN","","","","","",""
2562,"上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり","","ETF・ETN","","","","","",""
2563,"ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ（為替ヘッジあり）","","ETF・ETN","","","","","",""
2564,"グローバルＸ　ＭＳＣＩスーパーディビィデンド－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2565,"グローバルＸ　ロジスティクス・Ｊ－ＲＥＩＴ　ＥＴＦ","","ETF・ETN","","","","","",""
2566,"上場インデックスファンド日経ＥＳＧリート","","ETF・ETN","","","","","",""
2567,"ＮＺＡＭ　上場投信　Ｓ＆Ｐ／ＪＰＸカーボン・エフィシェント指数","","ETF・ETN","","","","","",""
2568,"上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジなし","","ETF・ETN","","","","","",""
2569,"上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジあり","","ETF・ETN","","","","","",""
"256A","飛島ホールディングス","","プライム（内国株式）","","","","","",""
"257A","ＳＭＴ　ＥＴＦ日本株厳選投資アクティブ","","ETF・ETN","","","","","",""
"258A","ＳＭＴ　ＥＴＦ国内リート厳選投資アクティブ","","ETF・ETN","","","","","",""
25935,"伊藤園第１種優先株式","","プライム（内国株式）","","","","","",""
"261A","日水コン","","スタンダード（内国株式）","","","","","",""
2620,"ｉシェアーズ　米国債１－３年　ＥＴＦ","","ETF・ETN","","","","","",""
2621,"ｉシェアーズ　米国債２０年超　ＥＴＦ（為替ヘッジあり）","","ETF・ETN","","","","","",""
2622,"ｉシェアーズ　米ドル建て新興国債券　ＥＴＦ（為替ヘッジあり）","","ETF・ETN","","","","","",""
2623,"ｉシェアーズ　ユーロ建て投資適格社債　ＥＴＦ（為替ヘッジあり）","","ETF・ETN","","","","","",""
2624,"ｉＦｒｅｅＥＴＦ　日経２２５（年４回決算型）","","ETF・ETN","","","","","",""
2625,"ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年４回決算型）","","ETF・ETN","","","","","",""
2626,"グローバルＸ　デジタル・イノベーション－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2627,"グローバルＸ　ｅコマース－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2628,"ｉＦｒｅｅＥＴＦ　中国科創板５０（ＳＴＡＲ５０）","","ETF・ETN","","","","","",""
2629,"ｉＦｒｅｅＥＴＦ　中国グレーターベイエリア・イノベーション１００（ＧＢＡ１００）","","ETF・ETN","","","","","",""
"262A","インターメスティック","","プライム（内国株式）","","","","","",""
2630,"ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信（為替ヘッジあり）","","ETF・ETN","","","","","",""
2631,"ＭＡＸＩＳナスダック１００上場投信","","ETF・ETN","","","","","",""
2632,"ＭＡＸＩＳナスダック１００上場投信（為替ヘッジあり）","","ETF・ETN","","","","","",""
2633,"ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジなし）連動型上場投信","","ETF・ETN","","","","","",""
2634,"ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジあり）連動型上場投信","","ETF・ETN","","","","","",""
2636,"グローバルＸ　ＭＳＣＩ　ガバナンス・クオリティ－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2637,"グローバルＸ　クリーンテック－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2638,"グローバルＸ　ロボティクス＆ＡＩ－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2639,"グローバルＸ　バイオ＆メドテック－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
"263A","デジタルキューブ","","PRO Market","","","","","",""
2640,"グローバルＸ　ゲーム＆アニメ－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2641,"グローバルＸ　グローバルリーダーズ－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2642,"ＳＭＴ　ＥＴＦカーボン・エフィシェント日本株","","ETF・ETN","","","","","",""
2643,"ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパンカントリー指数（セレクト）連動型上場投信","","ETF・ETN","","","","","",""
2644,"グローバルＸ　半導体関連－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2645,"グローバルＸ　レジャー＆エンターテインメント－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2646,"グローバルＸ　メタルビジネス－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2647,"ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジなし）連動型上場投信","","ETF・ETN","","","","","",""
2648,"ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信","","ETF・ETN","","","","","",""
2649,"ｉシェアーズ　米国政府系機関ジニーメイＭＢＳ　ＥＴＦ（為替ヘッジあり）","","ETF・ETN","","","","","",""
"264A","Ｓｃｈｏｏ","","グロース（内国株式）","","","","","",""
"265A","Ｈｍｃｏｍｍ","","グロース（内国株式）","","","","","",""
"266A","グローカルマーケティング","","PRO Market","","","","","",""
"267A","トワライズ","","PRO Market","","","","","",""
"268A","リガク・ホールディングス","","プライム（内国株式）","","","","","",""
"269A","Ｓａｐｅｅｔ","","グロース（内国株式）","","","","","",""
"271A","アクセリア","","PRO Market","","","","","",""
"273A","ＳＢＩ　サウジアラビア株式上場投信","","ETF・ETN","","","","","",""
"274A","ガーデン","","スタンダード（内国株式）","","","","","",""
"276A","ククレブ・アドバイザーズ","","グロース（内国株式）","","","","","",""
"277A","グロービング","","グロース（内国株式）","","","","","",""
"278A","Ｔｅｒｒａ　Ｄｒｏｎｅ","","グロース（内国株式）","","","","","",""
"279A","インターグ","","PRO Market","","","","","",""
"280A","ＴＭＨ","","グロース（内国株式）","","","","","",""
"281A","インフォメティス","","グロース（内国株式）","","","","","",""
"282A","グローバルＸ　半導体・トップ１０－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2836,"グローバルＸ　フィンテック－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2837,"グローバルＸ　中小型リーダーズ－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2838,"ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）","","ETF・ETN","","","","","",""
2839,"ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）","","ETF・ETN","","","","","",""
"283A","グローバルＸ　ＵＳ　テック・配当貴族　ＥＴＦ","","ETF・ETN","","","","","",""
2840,"ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）","","ETF・ETN","","","","","",""
2841,"ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジあり）","","ETF・ETN","","","","","",""
2842,"ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース","","ETF・ETN","","","","","",""
2843,"上場インデックスファンド豪州国債（為替ヘッジあり）","","ETF・ETN","","","","","",""
2844,"上場インデックスファンド豪州国債（為替ヘッジなし）","","ETF・ETN","","","","","",""
2845,"ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信","","ETF・ETN","","","","","",""
2846,"ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信","","ETF・ETN","","","","","",""
2847,"グローバルＸ　新成長インフラ－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2848,"グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2849,"グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
"284A","フクヤ建設","","PRO Market","","","","","",""
2851,"ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ","","ETF・ETN","","","","","",""
2852,"ｉシェアーズ　グリーンＪリート　ＥＴＦ","","ETF・ETN","","","","","",""
2853,"ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）","","ETF・ETN","","","","","",""
2854,"グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
2855,"グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ","","ETF・ETN","","","","","",""
2856,"ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）","","ETF・ETN","","","","","",""
2857,"ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）","","ETF・ETN","","","","","",""
2858,"グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）","","ETF・ETN","","","","","",""
2859,"ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信","","ETF・ETN","","","","","",""
"285A","キオクシアホールディングス","","プライム（内国株式）","","","","","",""
2860,"ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信","","ETF・ETN","","","","","",""
2861,"上場インデックスファンドフランス国債（為替ヘッジなし）","","ETF・ETN","","","","","",""
2862,"上場インデックスファンドフランス国債（為替ヘッジあり）","","ETF・ETN","","","","","",""
2864,"グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ","","ETF・ETN","","","","","",""
2865,"グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ","","ETF・ETN","","","","","",""
2866,"グローバルＸ　米国優先証券　ＥＴＦ","","ETF・ETN","","","","","",""
2867,"グローバルＸ　自動運転＆ＥＶ　ＥＴＦ","","ETF・ETN","","","","","",""
2868,"グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ","","ETF・ETN","","","","","",""
2869,"ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ","","ETF・ETN","","","","","",""
"286A","ユカリア","","グロース（内国株式）","","","","","",""
2870,"ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース","","ETF・ETN","","","","","",""
"287A","黒田グループ","","スタンダード（内国株式）","","","","","",""
"288A","ラクサス・テクノロジーズ","","グロース（内国株式）","","","","","",""
"290A","Ｓｙｎｓｐｅｃｔｉｖｅ","","グロース（内国株式）","","","","","",""
"291A","リスキル","","グロース（内国株式）","","","","","",""
"292A","エスアイイー","","PRO Market","","","","","",""
"293A","ＢＡＢＹ　ＪＯＢ","","PRO Market","","","","","",""
"294A","ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信","","ETF・ETN","","","","","",""
"295A","Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス","","ETF・ETN","","","","","",""
"296A","令和アカウンティング・ホールディングス","","グロース（内国株式）","","","","","",""
2971,"エスコンジャパンリート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
2972,"サンケイリアルエステート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
2979,"ＳＯＳｉＬＡ物流リート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"297A","アルピコホールディングス","","スタンダード（内国株式）","","","","","",""
2985,"ファーストステージ","","PRO Market","","","","","",""
2989,"東海道リート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"298A","ＧＶＡ　ＴＥＣＨ","","グロース（内国株式）","","","","","",""
2990,"アイダ設計","","PRO Market","","","","","",""
2992,"アーバンライク","","PRO Market","","","","","",""
2994,"アンサーホールディングス","","PRO Market","","","","","",""
2995,"ジェイレックス・コーポレーション","","PRO Market","","","","","",""
"299A","クラシル","","グロース（内国株式）","","","","","",""
"300A","ＭＩＣ","","スタンダード（内国株式）","","","","","",""
"301A","インデックス","","PRO Market","","","","","",""
"302A","ビースタイルホールディングス","","グロース（内国株式）","","","","","",""
"303A","ｖｉｓｕｍｏ","","グロース（内国株式）","","","","","",""
"304A","フォルシア","","グロース（内国株式）","","","","","",""
"305A","ダブルツリー","","PRO Market","","","","","",""
"307A","ハウジング・スタッフ","","PRO Market","","","","","",""
"308A","ぽすとめいとホールディングス","","PRO Market","","","","","",""
"309A","コスモス調剤","","PRO Market","","","","","",""
"310A","サーティーフォー","","PRO Market","","","","","",""
"311A","ＮＰＴ","","PRO Market","","","","","",""
"312A","シンコーホールディングス","","PRO Market","","","","","",""
"313A","ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ","","ETF・ETN","","","","","",""
"314A","ｉシェアーズ　ゴールド　ＥＴＦ","","ETF・ETN","","","","","",""
"315A","グローバルＸ　銀行　高配当－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
"316A","ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋","","ETF・ETN","","","","","",""
"317A","エス・エム・エス・データテック","","PRO Market","","","","","",""
"318A","ＶＩＸ短期先物指数ＥＴＦ","","ETF・ETN","","","","","",""
"319A","技術承継機構","","グロース（内国株式）","","","","","",""
"320A","Ｄ＆Ｉ","","PRO Market","","","","","",""
"321A","ヒューマンステージホールディングス","","PRO Market","","","","","",""
3226,"三井不動産アコモデーションファンド投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"322A","ヒメジ理化","","PRO Market","","","","","",""
3234,"森ヒルズリート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"323A","フライヤー","","グロース（内国株式）","","","","","",""
3249,"産業ファンド投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"324A","ブッキングリゾート","","グロース（内国株式）","","","","","",""
"325A","ＴＥＮＴＩＡＬ","","グロース（内国株式）","","","","","",""
3269,"アドバンス・レジデンス投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"326A","ａｅｒｏ　ｌａｂ　ｉｎｔｅｒｎａｔｉｏｎａｌ","","PRO Market","","","","","",""
3279,"アクティビア・プロパティーズ投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3281,"ＧＬＰ投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3282,"コンフォリア・レジデンシャル投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3283,"日本プロロジスリート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3287,"星野リゾート・リート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"328A","グローバルＸ　プライシングパワー・リーダーズ－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
3290,"Ｏｎｅリート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3292,"イオンリート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3295,"ヒューリックリート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3296,"日本リート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"329A","ジールアソシエイツ","","PRO Market","","","","","",""
3309,"積水ハウス・リート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"330A","ＴａｌｅｎｔＸ","","グロース（内国株式）","","","","","",""
"331A","メディックス","","スタンダード（内国株式）","","","","","",""
"332A","ミーク","","グロース（内国株式）","","","","","",""
"333A","テクノスマイル","","PRO Market","","","","","",""
"334A","ビジュアル・プロセッシング・ジャパン","","グロース（内国株式）","","","","","",""
"335A","ミライロ","","グロース（内国株式）","","","","","",""
"336A","ダイナミックマッププラットフォーム","","グロース（内国株式）","","","","","",""
"338A","ＺｅｎｍｕＴｅｃｈ","","グロース（内国株式）","","","","","",""
"339A","プログレス・テクノロジーズ　グループ","","グロース（内国株式）","","","","","",""
"340A","ジグザグ","","グロース（内国株式）","","","","","",""
"341A","トヨコー","","グロース（内国株式）","","","","","",""
"343A","ＩＡＣＥトラベル","","スタンダード（内国株式）","","","","","",""
3448,"清鋼材","","PRO Market","","","","","",""
3450,"サトウ産業","","PRO Market","","","","","",""
3451,"トーセイ・リート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3455,"ヘルスケア＆メディカル投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3459,"サムティ・レジデンシャル投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"345A","高配当成長　日本株（ネットリターン）ＥＴＮ","","ETF・ETN","","","","","",""
3462,"野村不動産マスターファンド投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3463,"いちごホテルリート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3466,"ラサールロジポート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3468,"スターアジア不動産投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"346A","ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　半導体・半導体製造装置３５％キャップ指数連動型上場投信","","ETF・ETN","","","","","",""
3470,"マリモ地方創生リート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3471,"三井不動産ロジスティクスパーク投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3472,"日本ホテル＆レジデンシャル投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3476,"投資法人みらい","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"347A","ＧＲＯＷＴＨ　ＰＯＷＥＲ","","PRO Market","","","","","",""
3481,"三菱地所物流リート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3483,"翔栄","","PRO Market","","","","","",""
3487,"ＣＲＥロジスティクスファンド投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
3488,"セントラル・リート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"348A","ＭＡＸＩＳ読売３３３日本株上場投信","","ETF・ETN","","","","","",""
3492,"ＭＩＲＡＲＴＨ不動産投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"349A","ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本グロース株式","","ETF・ETN","","","","","",""
"350A","デジタルグリッド","","グロース（内国株式）","","","","","",""
"351A","アクシスＩＴパートナーズ","","PRO Market","","","","","",""
"352A","ＬＯＩＶＥ","","グロース（内国株式）","","","","","",""
"354A","ｉＦｒｅｅＥＴＦ　ブルームバーグ日本株高配当５０指数","","ETF・ETN","","","","","",""
"355A","ナウビレッジ","","PRO Market","","","","","",""
"356A","グローバルＸ　Ｓ＆Ｐ５００　キャッシュフロー・トップ１００　ＥＴＦ","","ETF・ETN","","","","","",""
"357A","エフアンドエフ","","PRO Market","","","","","",""
"358A","ゼン・ランド","","PRO Market","","","","","",""
"359A","ＮＥＸＴ　ＳＴＡＧＥ","","PRO Market","","","","","",""
"360A","東証ＲＥＩＴ　Ｃｏｒｅ　ＥＴＦ","","ETF・ETN","","","","","",""
"361A","リビングハウス","","PRO Market","","","","","",""
"362A","エクシオホールディングス","","PRO Market","","","","","",""
"363A","ｉＦｒｅｅＥＴＦ　英国ＦＴＳＥ１００","","ETF・ETN","","","","","",""
"364A","ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　配当貴族指数連動型上場投信","","ETF・ETN","","","","","",""
"365A","伊澤タオル","","スタンダード（内国株式）","","","","","",""
"366A","ウェルネス・コミュニケーションズ","","グロース（内国株式）","","","","","",""
"367A","プリモグローバルホールディングス","","スタンダード（内国株式）","","","","","",""
"368A","北里コーポレーション","","プライム（内国株式）","","","","","",""
"369A","エータイ","","グロース（内国株式）","","","","","",""
"370A","リバイブル","","PRO Market","","","","","",""
"371A","デージーネット","","PRO Market","","","","","",""
"372A","レント","","スタンダード（内国株式）","","","","","",""
"373A","リップス","","グロース（内国株式）","","","","","",""
"374A","樋口総合研究所","","PRO Market","","","","","",""
"375A","ＹＡＫホールディングス","","PRO Market","","","","","",""
"376A","ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（７５％為替ヘッジあり）連動型上場投信","","ETF・ETN","","","","","",""
"378A","ヒット","","グロース（内国株式）","","","","","",""
"379A","グローバルＸ　Ｓ＆Ｐ５００　ＥＴＦ（ダイナミック・プロテクション）","","ETF・ETN","","","","","",""
"380A","グローバルＸ　チャイナテック　ＥＴＦ","","ETF・ETN","","","","","",""
"381A","ｉＦｒｅｅＥＴＦ　米国国債３－５年（為替ヘッジなし）","","ETF・ETN","","","","","",""
"382A","ｉＦｒｅｅＥＴＦ　米国国債３－５年（為替ヘッジあり）","","ETF・ETN","","","","","",""
"383A","ＭＡＸＩＳ　Ｓ＆Ｐ５００均等ウェイト上場投信","","ETF・ETN","","","","","",""
"385A","山本通産","","PRO Market","","","","","",""
"386A","みのや","","スタンダード（内国株式）","","","","","",""
"387A","フラー","","グロース（内国株式）","","","","","",""
"389A","八光オートメーション","","PRO Market","","","","","",""
"392A","ｉシェアーズ　ＮＡＳＤＡＱ　トップ　３０　ＥＴＦ","","ETF・ETN","","","","","",""
"393A","ＲｉｔａＸ","","PRO Market","","","","","",""
"394A","業界改革厳選ＥＴＦテレビ業界","","ETF・ETN","","","","","",""
"395A","業界改革厳選ＥＴＦ地銀","","ETF・ETN","","","","","",""
"396A","業界改革厳選ＥＴＦ　ＲＥＩＴイベント・ドリブン","","ETF・ETN","","","","","",""
"398A","リアルクオリティ","","PRO Market","","","","","",""
"399A","上場インデックスファンド日経平均高配当株５０","","ETF・ETN","","","","","",""
"401A","霞ヶ関ホテルリート投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"402A","アクセルスペースホールディングス","","グロース（内国株式）","","","","","",""
"403A","北條組","","PRO Market","","","","","",""
"404A","グローバルＸ　チャイナテック・トップ１０　ＥＴＦ","","ETF・ETN","","","","","",""
"405A","コヤマ・ミライエ","","PRO Market","","","","","",""
"406A","環境のミカタホールディングス","","PRO Market","","","","","",""
"407A","ＵＮＩＣＯＮホールディングス","","スタンダード（内国株式）","","","","","",""
"408A","ｉシェアーズ　ＡＩ　グローバル・イノベーション　アクティブ　ＥＴＦ","","ETF・ETN","","","","","",""
"409A","オリオンビール","","プライム（内国株式）","","","","","",""
"410A","ＧＭＯコマース","","グロース（内国株式）","","","","","",""
"411A","日本マリタイムバンク","","PRO Market","","","","","",""
